,score,score,pooled_point_score,pooled_point_score
,mean,std,mean,std
arm,,,,
pretrained_encoder,0.2627116420820626,0.015739490244885166,0.2483164983164983,0.02568374798382553
scratch,0.24317839434118504,0.01069885871115658,0.21156004489337824,0.02077834857640137
