,score,score,pooled_point_score,pooled_point_score
,mean,std,mean,std
arm,,,,
pretrained_encoder,0.1454030733259787,0.005387195075669464,0.15095398428731763,0.004786397898213231
scratch,0.14123785271045544,0.00723250679597079,0.13776655443322108,0.009000569546770735
